iter	RMSE
1664	1226.191006
1665	1226.077906
1666	1225.941778
1667	1225.892698
1668	1225.717626
1669	1225.515328
1670	1225.004421
1671	1224.888534
1672	1224.656263
1673	1224.465486
1674	1224.35432
1675	1224.222723
1676	1224.106695
1677	1223.505453
1678	1223.333376
1679	1222.899084
1680	1222.686166
1681	1222.53307
1682	1222.017448
1683	1221.673755
1684	1221.589874
1685	1221.400224
1686	1221.235252
1687	1221.10978
1688	1221.064662
1689	1220.928846
1690	1220.692592
1691	1220.521315
1692	1220.387415
1693	1219.89198
1694	1219.869635
1695	1219.760119
1696	1219.684802
1697	1219.495808
1698	1219.221835
1699	1219.117874
